,Name of Dish,Instruction
202,Chocolate Zucchini Donuts,"
Preheat oven to 350 degrees.

Spray donut pan with cooking spray.

In a large bowl, stir together cocoa powder, sugar, brown sugar, zucchini, coconut flour, all purpose flour, baking powder, salt, and cinnamon.

Next, stir in vanilla, oil, and eggs. Stir until well combined.

Fill prepared donut pan slots two-thirds of the way full.

Bake for 13-15 minutes, or until tops start to brown. The tops will not be pretty, don't worry as when you flip them out of the pan, the other side will be beautiful.

Let cool completely before removing from pan.

Place semi-sweet chocolate chips in a microwave safe bowl. Heat in 30 second increments, stirring after each increment, until chocolate is smooth. Then, stir in coconut or vegetable oil.

Dip smooth side of donuts in chocolate and spread sprinkles over wet chocolate if desired.

Let chocolate top cool and harden at least 2 hours before transferring to air tight container for storing.
"
203,Sweet and Salty Pork Chops,"
In a small bowl, mix together all ingredients except for pork chops and olive oil.

Place pork chops in marinade and let sit for at least 15 minutes.

Preheat oven to 400 degrees.

Heat olive oil in large skillet over medium-high heat.

Place pork chops in skillet and sear on each side for about 1 minute.

Transfer skillet to oven and bake until pork chops reach internal temp of 145 degrees. This will be 12-18 minutes depending on the size of your pork chops. Check frequently as you do not want to overcook them.
"
204,Flank Steak with Chimichurri Sauce,"
Brush olive oil over both sides of steak.

Mix together salt, pepper, garlic powder, cumin, oregano, and chili powder. Coat both sides of steak with spice mix.

Turn grill on to 500 degrees. Once it reaches 500, turn down to 450 degrees. Place steak directly on grill. Grill until desired temperature is reached (medium-rare on our grill was about 4 minutes per side, time will vary depending on thickness of steak, monitor with thermometer).

Let rest at least 8-10 minutes before cutting.

Mix together all chimichurri ingredients until well combined.

Place in refrigerator for at least 1 hour before serving.
"
205,Honey Garlic Pork with Fried Rice,"
In a large skillet over medium-high, heat vegetable oil. Add pork, red pepper, pepper, soy sauce, onion, and garlic. Cook until pork is cooked through, about 7-8 minutes.

Add honey and stir well. Sprinkle cornstarch over honey mixture. Stir well.

Simmer until mixture is thickened. Finish with green onions and sesame seeds.

Remove from heat

Bring rice, water, butter, and salt to a boil. Then, reduce to low and cover. Simmer for 15 minutes until water is absorbed.

Transfer rice to a bowl or baking pan. Place in refrigerator for at least one hour to cool.

In a large skillet over medium-high heat, melt 1/2 tbsp butter. Add two eggs with salt and pepper to taste. Stir constantly until eggs are cooked, then remove from skillet and set aside.

Add another 1/2 tbsp butter to skillet. Then, add onion, thawed peas and carrots, garlic, 2 tbsp of the soy sauce, and 1/4 teaspoon of the sesame oil. Cook until vegetables softened.

Move vegetables to side of pan and add another 1/2 tbsp of butter. Then add cooled rice and the additional 2 tbsp of soy sauce. Cook until rice is browned.

Once rice is browned, stir in additional 1/4 teaspoon sesame oil, eggs, and chopped green onions.
"
206,Pumpkin English Muffins,"
In a small pot on stove top, over medium-low heat, warm milk until it just starts to bubble. Once the milk bubbles, stir in sugar and continue stirring until sugar is dissolved. Remove from heat and set aside.

Pour 3/4 cup of warm water over yeast. Stir and let sit for 10 minutes.

In a stand mixer using dough attachment, mix together milk, yeast mixture, butter, pumpkin puree, 2 1/2 cups all purpose flour, 1/2 cup almond flour, pumpkin pie spice, and salt. Once well combined, add the remaining 2 1/2 cups of all purpose flour and 1/2 cup of almond flour and mix until a soft dough forms.

Spray a large bowl with cooking spray. Place dough in bowl and kneed 8-10 times. Turn dough over in bowl and cover bowl with a dish towel. Let rise for at least one hour.

After dough has risen, punch down and transfer to a floured surface. Roll dough until it is about 1/2"" in thickness.

Sprinkle a large baking sheet with corn meal.

Use a 3"" round biscuit cutter to cut out circles. Transfer circles to prepared baking sheet.

Heat a large pot or skillet over medium heat. Add biscuits. Cook for 8-10 minutes, flip and cook for an additional 8-10 minutes on the other side.
"
207,Buttermilk Biscuits,"
Preheat oven to 425 degrees.

Whisk together flour, baking soda, baking powder, salt, and sugar.

Using a food processor with dough attachment, or a pastry cutter, cut butter and shortening into flour mixture. If you're using a food processor, using pulse about 3 times should be enough. If you're using a pastry cutter, do it just until it starts to look like very coarse crumbs.

Pour buttermilk into flour/butter mixture and mix until just combined. If you're using a food processor, a few pulses again should be enough.

Pour the mixture out onto a well floured surface.

Gently pat out the dough into a large circle, about 1-2"" thick, then fold the dough in half 3-5 times, until it just starts to come together. Gently pat the dough out into another large circle, about 1"" thick. NOTE: For this step I wear plastic gloves to help prevent the warmth of my hands from melting the butter, and because it's so messy.

Use a biscuit cutter to cut out as many biscuits as possible. Place these on an ungreased baking sheet, with the sides touching each other.

Gently push the remaining dough together to cut out more biscuits. Place these biscuits on the baking sheet, again with sides touching each other. NOTE: These biscuits will not be as fluffy as the first cut biscuits.

Bake for about 12 minutes, or until tops start to golden. Remove from oven and rub melted butter on tops of biscuits.
"
208,Zucchini Hush Puppies with Wasabi Dipping Sauce,"
Place zucchini in a microwave safe bowl and heat on high for 5 minutes. Carefully remove bowl from microwave (it will be hot, you may need oven mitts), and place zucchini in a strainer. Once zucchini is cool to touch, use paper towels to squeeze out extra water.

In a large bowl, stir together cornmeal, salt, pepper, paprika, garlic powder, and onion.

Add egg, buttermilk and zucchini. Stir until very well combined.

In a large pot on the stove, or in a fryer, heat oil to 350 degrees.

Once oil is hot, drop dough into oil in ~1/2 to 1 tbsp sized drops. Let cook for 2-3 minutes, or until golden brown. Remove from oil and set on paper towels to drain.

Stir together Greek yogurt, soy sauce, honey and lemon juice until very well combined. Add wasabi about 1/4 teaspoon at a time until desired flavor is reached.
"
209,Mini Peanut Butter Oreo Chocolate No Bake Desserts,"
Line muffin pans with 18 muffin cups.

Place 16 peanut butter oreos in a blender or food processor until the oreos turn into a fine crumb.

Melt 3 tbsp butter and mix with oreos. Pack 1 tbsp of butter/oreo mixture into the bottom of each muffin cup. Place in freezer for at least 15 minutes.


Use stand mixer with paddle attachment or handheld mixer to beat cream cheese and peanut butter together until smooth. Beat in 1/2 cup of powdered sugar. Once smooth, fold in 1 cup of whipped topping.

Remove muffin pans from freezer and place 1 tbsp of peanut butter mixture on top of oreo crust. Return to freezer for at least 15 minutes.


Use whisk attachment on stand mixer, or handheld mixer, to beat together milk, pudding mix, and 1/4 cup of powdered sugar. Once smooth, fold in 1 cup of whipped topping.

Remove muffin pans from freezer and fill rest of muffin cup with pudding mixture. Return to freezer for at least 15 minutes.

While dessert is in freezer, place chocolate chips and corn syrup in heat proof bowl. Place heavy whipping cream in microwave safe bowl and microwave on high until boil (about 30-60 seconds). Remove and pour over chocolate and syrup. Cover with plastic wrap for 5 minutes. 

Remove plastic wrap and whisk until smooth. Transfer to bottle with tip (this is for drizzling, you could also use a spoon). Remove dessert from freezer again and drizzle chocolate over tops. May also top with crushed peanut butter oreos if desired. 


May be stored in freezer or fridge. If storing in freezer, allow to sit at room temp for at least 10-15 minutes before eating.

"
210,Healthier Apple Crisp,"
Preheat oven to 375 degrees. Grease bottom and sides of 9x13 inch casserole dish with cooking spray or butter.

Core apples and cut the rest into small slices (~1/2 inch width). Spread apples in prepared casserole dish.

In small bowl, stir together flour, oats, cinnamon, nutmeg, and all spice. Then, stir in honey, coconut oil, and almond extract. Spread evenly over apples. Next, spread almonds over top of oat mixture.

Bake for 30 minutes, or until apples are tender. Serve warm.
"
211,Slow Cooker Mac and Cheese,"
Cook pasta according to box directions. Drain and set aside.

In small bowl, whisk the eggs.

In small pot over medium low heat, melt 4 tbsp of butter. Whisk in flour and continue whisking for 2 minutes.

Slowly pour in milk. Whisk until smooth. Let cook until thickened, about 7 minutes. Remove from heat.

Slowly pour ½ cup of sauce into the bowl with the eggs. Whisk constantly while pouring and until smooth. Once smooth, pour back into pot with remaining mixture. Stir in seasoned salt, and salt & pepper.

In slow cooker, slice remaining 4 tbsp of butter into pot. Layer pasta on bottom of pot and cover with grated cheddar & Velveeta cheeses. Continue layering until all of the pasta and cheeses are used.

Pour sauce evenly over top of ingredients in pot.

Cover and cook in slow cooker on low heat for 2 hours, stirring occasionally.
"
