,Name of Dish,Instruction
561,Slow Cooker Zucchini Soup,"Heat a large skillet over medium-high heat. Cook and stir sausage in the hot skillet until browned and crumbly, 5 to 7 minutes; drain and discard grease. Mix celery into cooked sausage; cook and stir until celery is softened, about 10 minutes.
                            Combine sausage mixture, zucchini, tomatoes, bell peppers, onion, salt, sugar, oregano, Italian seasoning, basil, and garlic powder in a slow cooker.
                            Cook on Low for 4 to 6 hours. Garnish each serving with 1 tablespoon Parmesan cheese.
                            "
562,Creamy Zucchini Soup,"Melt the butter and heat the oil in a large skillet over medium heat. Mix in the onion, and cook 5 minutes. Mix in the zucchini and tofu. Season with red pepper flakes and oregano. Continue to cook and stir 10 minutes, until zucchini is tender.
                            Pour the vegetable stock into the skillet. Bring to a boil, reduce heat to low, and simmer 35 minutes.
                            In a blender, process the soup and cottage cheese until smooth. Season with salt and pepper to serve.
                            "
563,Cheesy Sausage and Vegetable Soup,"Heat oil in a large skillet non-stick skillet over medium high heat until hot. Add sausage, cook and stir until browned.  Remove sausage from skillet and keep warm. Add onions and garlic and cook until onions are tender.  Stir in zucchini and carrots to the skillet and cook, stirring occasionally, until the carrots are crisp tender; set aside.
                            Melt butter in a large saucepan. Whisk in flour until it forms a paste. Add the broth, a little at a time, whisking after each addition until the mixture is smooth. Add the remaining broth and bring to a boil. Reduce to a simmer and stir in the evaporated milk and 1 cup cheese. Continue cooking, stirring continuously, until the cheese has melted.  Stir in the reserved sausage and vegetable mixture.
                            Top with remaining 1/2 cup cheese before serving.
                            "
564,Banana Crumb Muffins,"Preheat oven to 375 degrees F (190 degrees C). Lightly grease 10 muffin cups, or line with muffin papers.
                            In a large bowl, mix together 1 1/2 cups flour, baking soda, baking powder and salt. In another bowl, beat together bananas, sugar, egg and melted butter. Stir the banana mixture into the flour mixture just until moistened. Spoon batter into prepared muffin cups.
                            In a small bowl, mix together brown sugar, 2 tablespoons flour and cinnamon. Cut in 1 tablespoon butter until mixture resembles coarse cornmeal. Sprinkle topping over muffins.
                            Bake in preheated oven for 18 to 20 minutes, until a toothpick inserted into center of a muffin comes out clean.
                            "
565,Rach's Broccoli Casserole,"Preheat an oven to 325 degrees F (165 degrees C).
                            Beat the eggs in a mixing bowl; whisk in the mayonnaise, cream of mushroom soup, broccoli, Cheddar cheese, onion, and butter. Spoon into a 2 quart casserole dish; sprinkle with the crushed crackers.
                            Bake in the preheated oven until hot and bubbly, 30 to 40 minutes.
                            "
566,Mini Spinach and Crab Quiche,"Preheat oven to 375 degrees F (190 degrees C). Spray 24 miniature muffin cups with cooking spray.
                            Heat olive oil in a large skillet over medium heat and cook onion until softened, about 2 minutes. Stir spinach into onion and cook, stirring often, until spinach is wilted and onions are translucent, about 3 more minutes. Drain juice.
                            Beat eggs with milk in a large bowl until thoroughly combined; stir in Cheddar, Asiago, and Parmesan cheeses and season with salt and black pepper.
                            Divide spinach mixture into the prepared muffin cups (about 1 teaspoon per cup) and top spinach with imitation crab meat. Slowly and carefully pour egg-cheese mixture over the imitation crab, filling the mini muffin cups just to the top.
                            Bake in the preheated oven until the egg is set, 12 to 15 minutes.
                            "
567,Quick Tuna Salad,"Mash tuna together with salad dressing and relish in a small bowl with a fork. Serve.
                            "
568,Chicken Cordon Bleu I,"Preheat oven to 350 degrees F (175 degrees C).  Coat a 7x11 inch baking dish with nonstick cooking spray.
                            Pound chicken breasts to 1/4 inch thickness.
                            Sprinkle each piece of chicken on both sides with salt and pepper.  Place 1 cheese slice and 1 ham slice on top of each breast. Roll up each breast, and secure with a toothpick.  Place in baking dish, and sprinkle chicken evenly with bread crumbs.
                            Bake for 30 to 35 minutes, or until chicken is no longer pink. Remove from oven, and place 1/2 cheese slice on top of each breast.  Return to oven for 3 to 5 minutes, or until cheese has melted. Remove toothpicks, and serve immediately.
                            "
569,Cinnamon Rolls III,"In the pan of your bread machine, combine water, 1/4 cup melted butter, vanilla pudding, 1 cup warm milk, egg, 1 tablespoon sugar, salt, bread flour, and yeast. Set machine to Dough cycle; press Start.
                            When Dough cycle has finished, turn dough out onto a lightly floured surface and roll into a 17x10 inch rectangle. Spread with 1/2 cup softened butter. In a small bowl, stir together brown sugar, cinnamon, and pecans. Sprinkle brown sugar mixture over dough.
                            Butter a 9x13-inch baking pan.
                            Roll up dough, beginning with long side. Slice into 16 one-inch slices; place in prepared pan. Let rolls rise in a warm place until doubled, about 45 minutes.
                            Preheat oven to 350 degrees F (175 degrees C).
                            Bake rolls in preheated oven until browned, 15 to 20 minutes.
                            Stir together cream cheese, 1/4 cup softened butter, confectioners' sugar, vanilla extract, and 1 1/2 teaspoons milk. Remove rolls from oven and let cool until warm; spread frosting over warm rolls.
                            "
570,Baked Butternut Squash,"Preheat oven to 350 degrees F (175 degrees C).
                            Place squash, cut sides down, in a 9x13 baking dish. Pour water into dish around squash halves.
                            Bake in the preheated oven until tender and easily pierced with a fork, about 1 1/2 hours. Carefully remove the skin with a fork; it should be very easy to remove. Top squash halves with butter and season with salt and pepper to taste.
                            "
571,Mountain Apple Cobbler,"Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13 inch baking dish.
                            Unroll the crescent roll dough, and separate the sheets into individual triangles. Roll each apple wedge into a triangle of dough, and place them into the baking dish, seam sides down.
                            Mix the melted butter, sugar, and cinnamon in a bowl, and spoon evenly over the dough-wrapped apple slices. Pour the soda over the rolls.
                            Bake in the preheated oven until the top is browned, the apples are cooked through, and the cobbler is bubbling, 45 to 50 minutes.
                            "
